"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B"
10083,12/31/2020 0:00:00,4866,0,0,0,0,43216203,2236033,0,51951055,0,43216203,2236033,0,29,1,0,30,0,0,0,0,122019,3,0,0,0,3,2,0,0,1931658,0,22056,0,0,0,0,0,0,0,0,0,0,0,278283,0,0,0,0,0,0,0,0,1037252,24910,121303,261321,42769,145311,380086,0,0,0,0,12067,14226,8217448,0,0,3546995,0,0,0,0,924502,1538564,0,0,-19504,0,286,2617,163,5258,0,0,8324,0,0,0,0,0,5,0,0,0,100,0,0,0,14,6,0,0,0,0,0,0,1953714,1649487,640620,254629,0,250862,0,372753,0,0,0,0,0,0,0,0,542130,9673665,0,2870753,0,0,0,3,1787,0,0,0,6419319,1235,0,0,0,0,691789,0,0,0,0,0,0,1,0,0,0,0,2,153,0,153,0,18,0,0,0,51,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,0,0,40218,1721,9878,12626,0,0,12626,0,0,0,0,0,114295,176597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0
10089,12/31/2020 0:00:00,4870,0,0,0,0,9420083,16305,280870,10696595,0,9420083,16305,280870,9,0,0,9,0,0,0,0,32020,2,0,0,0,2,0,0,0,250569,0,68124,0,0,0,0,0,0,0,0,0,0,0,35762,0,0,0,0,0,0,0,0,187736,27,9862,22039,0,15563,126593,0,0,0,0,2530,79313,2481829,0,0,648391,0,0,0,0,260930,415776,0,0,0,0,44,332,0,1953,374,0,2703,0,0,0,0,0,135,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,318693,294830,75236,23863,0,-73597,0,82027,1544,0,0,0,0,0,10666546,0,104955,1115187,0,5041027,0,0,0,3,778,0,0,0,984459,922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000,0,0,57489,1831,7695,5223,0,0,5223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10099,12/31/2020 0:00:00,4873,0,0,0,0,9162652,74669,0,10139123,0,9162652,74669,0,4,0,0,4,0,0,0,0,112020,3,0,0,0,1,0,0,0,278983,0,64711,0,0,0,0,0,0,0,0,0,0,0,65350,0,0,0,0,0,0,0,0,197288,0,10875,57095,8799,9511,87457,0,0,0,0,1957,8772,2734362,0,0,778312,0,0,0,0,72189,158017,0,0,0,0,24,935,0,1950,0,0,2909,0,0,0,0,0,338,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,343694,339914,83896,3780,0,42056,0,42600,0,0,0,0,0,0,0,0,592230,1811600,0,3041600,0,0,0,3,645,0,0,0,864463,852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,0,0,60650,1684,9834,2148,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10100,12/31/2020 0:00:00,4874,0,0,0,0,154092680,3556638,0,173353001,0,154092680,3556638,0,97,5,0,102,0,0,0,0,92019,3,0,0,0,0,0,0,0,7795329,0,77555,0,0,0,0,0,0,0,0,0,0,0,1001315,0,0,0,0,0,0,0,0,3925292,81374,443042,734208,368143,596924,1320396,0,0,0,0,41218,29930,26953665,0,0,16901074,0,0,0,0,16200013,8568609,0,0,-173,150573,576,9567,436,15283,0,1076,26938,0,0,0,0,45,266.7,0,623,0,80,0,0,0,44,1,0,0,0,0,0,0,7872884,5632281,2783655,1153240,0,875409,0,243817,0,0,0,0,0,0,0,0,2284626,14713948,0,3813387,0,0,0,3,9092,0,-2432662,0,17529231,1011,0,0,0,25150,0,0,0,0,0,0,0,1,0,0,0,0,2523,227,64,0,0,0,34,0,65,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22175148,22175148,0,4434856,1725,143161,105922,0,0,105922,0,0,0,0,0,997336,0,74719,26806,0,0,0,0,0,78842,59287,5704,0,64991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,3,0,34,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0
10141,12/31/2020 0:00:00,4894,0,0,0,0,6188159,439936,0,9883380,0,6188159,439936,0,0,0,0,0,0,0,0,0,92020,2,0,0,0,0,0,0,0,228588,0,47577,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,117993,0,6785,14475,464,2599,4978,0,0,0,0,2441,2643,1465500,0,0,1838385,0,0,0,0,0,402187,0,0,0,0,135,0,0,746,39,0,920,0,0,0,0,0,230,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,276165,218448,585,57717,0,66655,0,0,22502,0,0,0,0,0,0,0,0,954219,0,2154000,0,0,0,0,0,0,0,0,3186135,3223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10158,12/31/2020 0:00:00,4906,0,0,0,0,16625695,2481993,1957776,23751109,0,16625695,2481993,1957776,4,7,1,12,0,0,0,0,92020,3,0,0,0,0,1,0,0,620105,0,102472,0,0,0,0,0,0,0,0,0,0,0,140034,0,0,0,0,0,0,0,0,311747,0,24746,151688,8746,4742,44099,0,0,0,0,5753,47999,6223530,0,0,6227281,0,0,0,0,0,748807,0,0,0,0,222,1260,62,3433,0,0,4977,0,0,0,0,0,40,0,20901,10,40,0,0,0,5,0,0,0,0,0,0,0,722577,579040,218307,129849,0,197827,0,13972,61247,0,0,0,0,0,0,0,241990,2575006,2728000,1005972,0,0,0,3,1008,0,0,0,2568978,1081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,57167,1600,889,7642,2619,0,10261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10164,12/31/2020 0:00:00,4909,0,0,0,0,110071050,1338205,1927309,127635573,0,110071050,1338205,1927309,55,7,7,69,0,0,0,0,122019,2,0,0,0,6,39,0,0,4944297,0,289074,0,0,0,0,0,0,0,0,0,0,0,1416519,0,0,0,0,0,0,0,0,2870290,79253,380253,965895,99545,341729,722707,0,28824,0,0,0,85182,13447940,0,0,6527195,0,0,0,0,7040169,6274547,0,0,0,0,185,8979,348,20137,362,99,30110,0,0,0,0,25,49,3700,0,0,55,0,0,0,44,0,0,0,0,0,0,0,5233371,4504160,2957574,174272,0,1888056,0,57487,0,0,0,0,0,0,0,0,2088441,25191830,0,20984570,0,0,0,3,9996,0,0,0,16740731,1311,0,0,0,36000,1630203,0,0,0,0,0,0,1,0,0,0,0,96,90,1,26,0,89,0,0,14,8,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,1856247,1642,735114,137558,21282,2378,161218,0,0,0,0,0,161459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10170,12/31/2020 0:00:00,4912,0,0,0,0,131352945,1536462,13440753,165205015,0,131352945,1536462,13440753,16,0,0,16,0,0,0,0,32020,3,0,0,0,2,0,0,0,2147087,0,1716686,0,0,0,0,0,0,0,0,0,0,0,955182,0,0,0,0,0,0,0,0,2219548,21474,374871,1138541,7375,32918,120467,0,0,0,0,43550,275663,20129516,0,0,20592663,0,0,0,0,0,2138263,0,0,8902,27323,202,4395,169,7669,70,81,12586,0,0,0,0,10,65,0,0,100,25,0,0,0,31,0,0,0,0,0,0,0,3863773,3023644,1991862,505129,0,781099,0,0,1852,0,0,0,0,0,0,0,2605855,8590331,0,104256832,0,0,0,3,1523,0,-2255,0,17073229,1033,0,0,0,205048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,24588599,0,165,641,2981034,21607565,0,0,0,0,30060170,0,0,1513118,1772,15083,5882,0,0,5882,0,0,0,0,0,0,0,0,0,296107,223709,0,0,223709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,12/31/2020 0:00:00,4916,0,0,0,0,1095458201,82043151,18036528,1320022310,0,1095458201,82043151,18036528,187,22,0,209,0,0,0,0,62020,2,0,0,0,97,53,0,0,46713220,0,2049492,0,0,0,0,0,0,0,0,0,0,0,8944331,0,0,0,0,0,0,0,0,25119414,139618,2288592,6740423,1380814,2147080,8029534,0,0,0,0,309051,913725,170211704,0,0,149089388,0,0,0,0,37308506,52318621,0,0,0,425200,10242,69529,2579,112940,0,9947,205237,0,0,0,0,30,220,0,0,0,220,0,0,0,341,4,0,0,0,0,0,0,48762712,33255878,21856590,7611294,0,8044217,0,750000,195573,0,0,0,0,0,0,0,12791076,154543991,0,126012473,0,0,0,3,64415,0,0,0,112766723,854,0,48129404,0,324112,16409455,0,0,0,0,0,0,1,0,0,0,0,1244,1468,219,306,0,34,57,5,210,217,11,119,0,0,0,0,11369,197351061,0,11369,0,197351061,0,0,0,0,0,361113398,0,0,28106316,1709,903103,773813,4905,0,778718,0,0,0,0,0,63105,124655,8571,0,3431441,621282,178016,0,799298,13436,9319,3473,0,12792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
10177,12/31/2020 0:00:00,4917,0,0,0,0,1633546,0,0,2605891,0,1633546,0,0,2,6,1,9,0,0,0,0,122020,2,0,0,0,0,0,0,0,26316,0,7618,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,0,0,0,0,0,0,18540,0,4336,12649,0,300,2008,0,0,0,0,0,4193,113809,0,0,283980,0,0,0,0,0,102805,0,0,0,0,0,0,0,398,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33934,31446,1897,2488,0,-8683,23597,0,1,0,0,0,0,0,0,0,0,655735,0,1373597,0,0,0,0,0,0,0,0,967891,3714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,28866,38165,1949,68980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10180,12/31/2020 0:00:00,4920,0,0,0,0,4470585,0,0,5260675,0,4470585,0,0,0,0,0,0,0,0,0,0,62020,2,0,0,0,0,0,0,0,115777,0,14658,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,0,50844,0,6500,10619,1229,2183,13581,0,0,0,0,0,19137,1480978,0,0,667711,0,0,0,0,0,153368,0,0,0,0,162,0,11,537,0,0,710,0,0,0,0,0,55,0,0,0,55,0,0,0,0,2,0,0,0,0,0,0,130435,83429,2366,53745,0,-18298,0,0,0,0,0,0,0,0,0,0,0,0,0,2332394,0,0,0,0,0,0,0,0,784522,1491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10181,12/31/2020 0:00:00,4921,0,0,0,0,229284207,23945008,1528172,296438686,0,229388341,24345008,1528172,114,20,20,154,0,0,0,0,122019,3,0,0,0,9,39,0,0,10639561,0,536199,0,0,0,0,0,0,0,0,0,0,0,5237319,0,0,0,0,0,0,0,0,7044316,37208,628264,1667837,399930,354741,3494449,0,0,0,0,66947,116325,89763774,0,0,17002349,0,0,0,0,4908073,8105413,0,0,-448,824911,1731,19144,985,34502,561,0,56929,0,0,0,0,0,45,0,7797,8,175,0,0,0,106,4,0,0,0,0,138,0,11175760,8355653,7566431,1991742,0,2112067,0,400000,0,0,0,0,0,0,0,0,6473772,55428336,0,26544011,0,0,0,3,14935,0,-3796053,0,34110037,1150,0,0,0,46650,3259314,0,0,0,0,0,0,1,0,0,0,0,12,464,0,48,0,23,0,0,9,75,0,14,0,7,0,0,1384,20469410,0,0,1384,0,20469410,0,0,0,0,8000000,0,0,1832526,1703,235696,173724,16269,43484,233477,0,0,0,0,0,153954,0,2455,0,418192,366609,13065,20286,399960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,2,3,1,0,0,0,0,9,1,0,0,1,0,0,0,0,0
10184,12/31/2020 0:00:00,4923,0,0,0,0,49586852,4078980,0,63887957,0,49586852,4078980,0,22,11,3,36,0,0,0,0,12021,3,0,0,0,4,5,0,0,1266751,0,434746,0,0,0,0,0,0,0,0,0,0,0,6922,0,0,0,0,0,0,0,0,431126,8266,81674,137939,91054,63857,213955,0,0,0,0,27515,34689,4663343,0,0,3629820,0,0,0,0,1363693,2732246,0,0,0,0,362,2458,177,5212,0,49,8258,0,0,0,0,60,128,18280,0,0,100,0,0,0,12,1,0,0,0,0,0,0,1701497,1410966,73528,169531,0,394419,0,272429,1,0,0,0,0,0,0,0,653445,9278792,0,25154724,0,0,0,3,2027,0,0,0,10207459,1597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,5,0,0,125,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,12645,35591,25059,1961,62611,0,0,0,0,0,111602,0,238017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0
10213,12/31/2020 0:00:00,4939,0,0,0,0,18928300,2883824,1812228,26679197,0,18928300,2883824,1812228,11,8,6,25,0,0,0,0,122019,2,0,0,0,2,0,0,0,842206,0,6941,0,0,0,0,0,0,0,0,0,0,0,101408,0,0,0,0,0,0,0,0,420533,1661,69438,88136,30861,101662,97933,0,0,0,0,6778,10778,964659,0,0,267817,0,0,0,0,1452461,1406183,0,0,0,25150,121,611,34,2258,1,0,3025,0,0,0,0,0,125,0,0,20,25,0,0,0,5,1,0,0,0,0,0,0,849147,677111,132535,112036,0,-18134,0,13012,207,0,0,0,0,0,0,0,10,5874312,3500000,13012,0,0,0,3,2212,0,0,0,2190149,820,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,20,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000,0,0,232880,1707.85,32621,19241,8065,31697,59003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10220,12/31/2020 0:00:00,4944,0,0,0,0,6135644,1028949,0,13081906,0,6135644,1028949,0,3,0,0,3,0,0,0,0,112020,3,0,0,0,0,0,0,0,199999,0,101463,0,0,0,0,0,0,0,0,0,0,0,40020,0,0,0,0,0,0,0,0,249028,900,50194,42104,1076,38185,95956,0,0,0,0,3859,4821,920829,0,0,2523552,0,0,0,0,50541,469885,0,0,0,0,204,192,0,1094,0,0,1490,0,0,0,0,0,40,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,301462,202819,41112,81825,0,-242192,3125,0,0,0,0,0,0,0,0,0,108057,1409898,0,6535125,0,0,0,3,614,0,0,0,5897639,4508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,2646487,0,144,0,2646487,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43209,6813,0,0,6813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10221,12/31/2020 0:00:00,4945,0,0,0,0,27593494,837558,0,33497022,0,27593494,837558,0,0,0,0,0,0,0,0,0,122019,3,0,0,0,0,0,0,0,420212,0,323366,0,0,0,0,0,0,0,0,0,0,0,115657,0,0,0,0,0,0,0,0,496967,3000,67107,347907,10900,4417,7925,0,0,0,0,33035,190,2021501,0,0,409810,0,0,0,0,0,111528,0,0,0,0,143,1852,71,4380,6,112,6564,0,0,0,0,10,10,0,0,0,20,0,0,0,9,0,0,0,0,0,0,0,743578,676026,316437,64552,0,21015,73545,0,0,0,0,0,0,0,0,0,464091,2567963,0,23029555,0,0,0,3,2000,0,0,0,5039690,1504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,81,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10223,12/31/2020 0:00:00,4946,0,11296,5000000,0,242632522,8023115,3510258,281182534,0,242632522,8023115,3510258,90,6,2,98,0,0,0,0,122019,3,0,0,0,5,2,0,0,7348111,0,1291205,0,0,0,0,0,0,0,0,0,0,0,436587,0,0,0,0,0,0,0,0,4793234,34186,359275,1363268,77258,426731,926529,0,2046,0,0,60065,141128,16240667,0,0,13513999,0,0,1069564,0,3166829,8750316,0,0,0,0,1225,9858,350,28467,6958,857,47715,0,0,0,0,17,40,0,0,1,45,0,0,0,52,11,0,0,0,0,0,0,8639316,7329820,1923464,985496,0,1069564,0,440823,0,0,2400000,0,2400000,0,0,0,221266,25008317,0,82133429,0,0,0,3,7399,0,0,0,21281630,756,0,6510911,0,0,10958092,0,0,0,0,0,0,1,0,0,0,0,29,126,0,175,1,405,188,15,19,63,0,100,1,308,94,6,0,0,0,0,0,0,0,0,0,0,0,44232950,0,0,717587,1627,70183,39288,57,517,39862,0,0,0,0,0,48121,311011,0,0,0,0,0,0,0,24516,40157,57,0,40214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,8,3,1,1,5,2,0,0,0,0,0,0,0,0,0
10225,12/31/2020 0:00:00,4947,0,0,0,0,1062528,0,0,1276058,0,1062528,0,0,0,0,0,0,0,0,0,0,12021,2,0,0,0,0,0,0,0,20059,0,12113,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,4741,196,0,8887,63,736,132,0,2744,0,0,3254,1865,140606,0,0,139345,0,0,0,0,0,83303,0,0,0,0,0,0,0,183,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32172,27366,150,3956,0,4898,0,500,952,0,0,0,0,0,0,0,2005,351746,0,545911,0,0,0,0,0,0,0,0,206367,1617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10241,12/31/2020 0:00:00,4958,0,0,0,0,36169346,1533922,0,43436684,0,36840346,1533922,0,19,1,0,20,0,0,0,0,92020,2,0,0,0,0,0,0,0,1444647,0,89029,0,0,0,0,0,0,0,0,0,0,0,594605,0,0,0,0,0,0,0,0,651747,16525,135541,585505,21001,74220,183534,0,0,0,0,9632,16478,7490376,0,0,14325197,0,0,0,0,821051,3398168,0,0,0,0,237,3428,60,8294,384,0,12404,0,0,0,0,0,70,0,0,0,50,0,0,0,11,0,0,0,0,0,180,0,1533676,1248717,758444,177235,0,312978,0,76149,10245,0,0,0,0,0,0,0,813031,5176457,0,5415149,0,0,0,3,3624,0,0,0,5038871,1160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,0,0,314896,1800,16276,19893,0,0,19893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10243,12/31/2020 0:00:00,4959,0,0,0,0,28149933,335606,0,32256771,0,28149933,335606,0,10,3,0,13,0,0,0,0,92020,2,0,0,0,0,0,0,0,1036892,0,31978,0,0,0,0,0,0,0,0,0,0,0,110005,0,0,0,0,0,0,0,0,424367,3534,39558,210217,53189,51697,96937,0,0,0,0,7050,14158,7931441,0,0,1180379,0,0,0,0,549204,1139321,0,0,0,0,271,1587,123,3640,18,0,5639,0,0,0,0,0,40,0,0,0,40,0,0,0,7,0,0,0,0,0,0,0,1068870,973556,225296,61364,0,298145,0,24009,3387,0,0,0,0,0,0,0,771567,9624249,0,1126195,0,0,0,3,861,0,0,0,3650459,1131,0,0,0,25793,0,0,0,0,0,0,0,1,0,0,0,0,0,21,18,12,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210000,0,0,66890,1800,3382,64721,0,0,64721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10253,12/31/2020 0:00:00,4965,0,0,0,0,672872,0,0,752811,0,672872,0,0,2,0,0,2,0,0,0,0,122020,2,0,0,0,0,0,0,0,29567,0,117,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,19421,0,2400,7417,0,318,0,0,0,0,0,0,90,415782,0,0,0,0,0,0,0,0,703,0,0,0,0,0,0,0,296,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29684,21148,2507,1276,0,-5991,0,0,668,0,0,0,0,0,0,0,40,57579,158939,0,0,0,0,0,0,0,0,0,78328,1040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
